ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
348818271,Audio,Prairie Warbler,Setophaga discolor,,Jon D. Erickson,2021-06-19,2021,6,19,937,United States,US-VT-001,Vermont,Addison,Cram Rd. Powerline,43.8512527,-73.1217867,"",,Unspecified,"","",,,,,,,S90421924,"",,,,"Continuing in this location, about 200 ft north of road, east side of path. Second bird heard south of road as leaving. Audio.",Setophaga discolor,prawar,Species,33643,,4.00,2,,,
348815011,Audio,Prairie Warbler,Setophaga discolor,,Brian Sullivan,2021-06-18,2021,6,18,822,United States,US-MS-089,Mississippi,Madison,"Pipeline Rd, Canton US-MS 32.54837, -89.93465",32.5483750,-89.9346490,Adult Male – 1,Song,Not Used,"","",,,Marantz PMD661 MKII,Sennheiser MKH70,,,S90368697,"",,,,,Setophaga discolor,prawar,Species,33643,,2.00,2,"",,
348799281,Audio,Prairie Warbler,Setophaga discolor,,Daphne Asbell,2021-04-01,2021,4,1,1123,United States,US-FL-073,Florida,Leon,"Cardinal Cove, private residence",30.5264600,-84.0119100,"",,Unspecified,"","",,,,,,,S84608377,"",,,,Heard in pasture area near the water. Ascending segmented song.,Setophaga discolor,prawar,Species,33643,,1.00,1,,,
348736341,Audio,Prairie Warbler,Setophaga discolor,,Kevin Wistrom,2021-06-18,2021,6,18,704,United States,US-IN-173,Indiana,Warrick,Gander Cemetery,38.1079022,-87.4288774,"",,Unspecified,"","",,,,,,,S90366005,"",,,,,Setophaga discolor,prawar,Species,33643,,5.00,2,,,
348697811,Audio,Prairie Warbler,Setophaga discolor,,Patty & John Werth,2021-06-18,2021,6,18,717,United States,US-PA-011,Pennsylvania,Berks,Hopewell Big Woods Trail,40.2469466,-75.7919732,"",,Unspecified,"","",,,,,,,S90389972,"",,,,Wonderful looks at singing birds in the morning light.,Setophaga discolor,prawar,Species,33643,,4.00,2,,,
348560361,Audio,Prairie Warbler,Setophaga discolor,,Alina Martin,2021-03-06,2021,3,6,1645,United States,US-FL-087,Florida,Monroe,Everglades NP--Guy Bradley Trail,25.1389043,-80.9269966,"",,Unspecified,"","",,,,,,,S82939254,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
348554331,Audio,Prairie Warbler,Setophaga discolor,"Passerina cyanea -- Indigo Bunting; Spinus tristis -- American Goldfinch",Matthew Danihel,2020-07-21,2020,7,21,1505,United States,US-PA-017,Pennsylvania,Bucks,Nockamixon SP--Old Bethlehem Rd./Sterner Mill Hiking Area,40.4325790,-75.2583905,"","",Not Used,"","",,,Samsung Galaxy S7,,,,S71702514,"",,,,Heard only.,Setophaga discolor,prawar,Species,33643,,1.00,1,"",,
348543521,Audio,Prairie Warbler,Setophaga discolor,"Cyanocitta cristata -- Blue Jay; Turdus migratorius -- American Robin; Dolichonyx oryzivorus -- Bobolink",Matthew Danihel,2021-05-26,2021,5,26,1500,United States,US-PA-017,Pennsylvania,Bucks,Van Sant Airport,40.4812992,-75.1057461,Adult Male – 1,Song,Not Used,"","",,,Samsung Galaxy S7,,,,S89048863,"",,,Recording also features Brood X cicadas.,,Setophaga discolor,prawar,Species,33643,,2.00,1,"",,
348311121,Audio,Prairie Warbler,Setophaga discolor,Poecile atricapillus -- Black-capped Chickadee,Chris Chappell,2021-06-16,2021,6,16,651,United States,US-NY-027,New York,Dutchess,Roger Perry Memorial Preserve,41.7315289,-73.5626101,"",Song,Not Used,"","",,,,,,,S90297670,"",,,,,Setophaga discolor,prawar,Species,33643,,4.50,2,"",,
348180721,Audio,Prairie Warbler,Setophaga discolor,,Harry Kohl,2021-06-16,2021,6,16,727,United States,US-NJ-029,New Jersey,Ocean,Barnegat Lighthouse SP,39.7633333,-74.1058333,"",,Unspecified,"","",,,,,,,S90265967,"",,,,Calling and seen briefly in maritime forest,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
348180711,Audio,Prairie Warbler,Setophaga discolor,,Harry Kohl,2021-06-16,2021,6,16,727,United States,US-NJ-029,New Jersey,Ocean,Barnegat Lighthouse SP,39.7633333,-74.1058333,"",,Unspecified,"","",,,,,,,S90265967,"",,,,Calling and seen briefly in maritime forest,Setophaga discolor,prawar,Species,33643,,1.00,1,,,
348180701,Audio,Prairie Warbler,Setophaga discolor,,Harry Kohl,2021-06-16,2021,6,16,727,United States,US-NJ-029,New Jersey,Ocean,Barnegat Lighthouse SP,39.7633333,-74.1058333,"",,Unspecified,"","",,,,,,,S90265967,"",,,,Calling and seen briefly in maritime forest,Setophaga discolor,prawar,Species,33643,,1.00,1,,,
348091711,Audio,Prairie Warbler,Setophaga discolor,,Dean Newhouse,2021-06-15,2021,6,15,1103,United States,US-PA-133,Pennsylvania,York,Apollo County Park,39.9099023,-76.3961848,"",,Unspecified,"","",,,,,,,S90228706,"",,,,,Setophaga discolor,prawar,Species,33643,,1.00,3,,,
348057841,Audio,Prairie Warbler,Setophaga discolor,Cardinalis cardinalis -- Northern Cardinal,Daniel Young,2021-04-21,2021,4,21,902,United States,US-FL-127,Florida,Volusia,Doris Leeper Spruce Creek Preserve,29.0679110,-81.0009956,Adult Male – 1,"Foraging or Eating; Song",Not Used,"","",,,iPhone 12 mini,iPhone only no accessories,iPhone only no accessories,,S86023395,"",,,"I think that's a NOCA in the background",,Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
347868001,Audio,Prairie Warbler,Setophaga discolor,,Jerred Seveyka,2021-04-22,2021,4,22,607,United States,US-AL-097,Alabama,Mobile,Dauphin Island--Audubon Bird Sanctuary,30.2487987,-88.0864692,"",Song,Not Used,"","",,,Tascam DR05,Wildtronics Omni Amplified,Parabola,,S86157014,"",,,,,Setophaga discolor,prawar,Species,33643,,2.00,1,"",,
347720201,Audio,Prairie Warbler,Setophaga discolor,,Christine Murray,2021-06-14,2021,6,14,642,United States,US-ME-017,Maine,Oxford,ATV Trail at French Road,44.1380720,-70.4504220,"",,Unspecified,"","",,,,,,,S90172041,"",,,,In typical shrubby habitat,Setophaga discolor,prawar,Species,33643,,1.00,1,,,
347539401,Audio,Prairie Warbler,Setophaga discolor,"Passerina caerulea -- Blue Grosbeak; Dumetella carolinensis -- Gray Catbird; Troglodytes aedon -- House Wren; Passerina cyanea -- Indigo Bunting; Geothlypis trichas -- Common Yellowthroat; Turdus migratorius -- American Robin; Sayornis phoebe -- Eastern Phoebe; Spizella pusilla -- Field Sparrow",Brian Henderson,2021-06-05,2021,6,5,1037,United States,US-PA-091,Pennsylvania,Montgomery,Morwood Rd. Powerline Cut (restricted access),40.3217910,-75.4144164,"",Song,Not Used,"","",,,Nikon D500,,,,S89668959,"",,,,Heard.  Two birds countersinging from opposite sides of Morwood Rd.,Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
347509341,Audio,Prairie Warbler,Setophaga discolor,"Vireo olivaceus -- Red-eyed Vireo; Spizella pusilla -- Field Sparrow",David McCartt,2021-06-13,2021,6,13,716,United States,US-NY-107,New York,Tioga,"Tubbs Hill Rd, Richford",42.3483635,-76.1646831,Adult Male – 1,Song,Not Used,"","",,,iPhone XS,iPhone XS,,,S90132317,"",,,,,Setophaga discolor,prawar,Species,33643,,4.50,2,"",,
347506751,Audio,Prairie Warbler,Setophaga discolor,,Sara Busch,2021-06-13,2021,6,13,838,United States,US-PA-045,Pennsylvania,Delaware,Ridley Creek SP (IBA),39.9479768,-75.4458618,"",,Unspecified,"","",,,,,,,S90132131,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,2,,,
347445241,Audio,Prairie Warbler,Setophaga discolor,,Lucas Schrader,2021-06-12,2021,6,12,2020,United States,US-OH-001,Ohio,Adams,Edge of Appalachia Preserve--Portman Trail and Rieveschl Overlook,38.7483960,-83.4636000,"",,Unspecified,"","",,,,,,,S90093383,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
347434931,Audio,Prairie Warbler,Setophaga discolor,,Tom Wheatley,2021-06-13,2021,6,13,559,Canada,CA-ON-LA,Ontario,Lennox and Addington,Mellon Lake,44.5611781,-77.1010257,"",,Unspecified,"","",,,,,,,S90100563,"",,,,Three singing males with high rising songs. Three location along the north shore of Mellon Lake. Recordings,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
347425421,Audio,Prairie Warbler,Setophaga discolor,,Christine Murray,2021-06-12,2021,6,12,914,United States,US-ME-017,Maine,Oxford,Gastonguay Sand,44.4780320,-70.3277410,"",,Unspecified,"","",,,,,,,S90041481,"",,,,"In suitable scrubby, sandy habitat. Will upload recording",Setophaga discolor,prawar,Species,33643,,4.00,2,,,
347423411,Audio,Prairie Warbler,Setophaga discolor,,Christine Murray,2021-06-13,2021,6,13,709,United States,US-ME-017,Maine,Oxford,Gurney Hill Woodlot,44.3536810,-70.3240440,"",,Unspecified,"","",,,,,,,S90110012,"",,,,"In typical shrubby, scrubby habitat.",Setophaga discolor,prawar,Species,33643,,4.50,2,,,
347414771,Audio,Prairie Warbler,Setophaga discolor,,Redmond Brubaker,2021-06-13,2021,6,13,741,United States,US-PA-091,Pennsylvania,Montgomery,Willow Lake Farm,40.1393020,-75.2420160,"",,Unspecified,"","",,,,,,,S90107824,"",,,,Singing regularly in scrubby area near trail entrance. Possibly same bird that’s been here since mid-May,Setophaga discolor,prawar,Species,33643,,2.00,1,,,
347131841,Audio,Prairie Warbler,Setophaga discolor,,Janet Smigielski,2021-06-11,2021,6,11,1109,United States,US-MI-089,Michigan,Leelanau,Sleeping Bears Dunes NL--D.H. Day CG,44.8993710,-86.0208678,"",,Unspecified,"","",,,,,,,S89999676,"",,,,"Continuing.  Heard singing high in canopy. Song climbing the chromatic scale.  Then saw at the top of a tall pine.  Dark spotty streaks on sides of neck and sides.  Yellow throat and belly.  Yellow eyebrow and yellow arc under eye.  (44.9005150, -86.0192183).  Recording, photo.",Setophaga discolor,prawar,Species,33643,,2.00,1,,,
347064881,Audio,Prairie Warbler,Setophaga discolor,,Robert Lawshe,2021-06-11,2021,6,11,1109,United States,US-MI-089,Michigan,Leelanau,Sleeping Bears Dunes NL--D.H. Day CG,44.8993710,-86.0208678,"",,Unspecified,"","",,,,,,,S89999677,"",,,,"Continuing.  Heard singing high in canopy. Song climbing the chromatic scale.  Then saw at the top of a tall pine.  Dark spotty streaks on sides of neck and sides.  Yellow throat and belly.  Yellow eyebrow and yellow arc under eye.  (44.9005150, -86.0192183).  Recording, photo.",Setophaga discolor,prawar,Species,33643,,4.50,2,,,
346955501,Audio,Prairie Warbler,Setophaga discolor,"Dumetella carolinensis -- Gray Catbird; Agelaius phoeniceus -- Red-winged Blackbird",William Whitehead,2021-06-11,2021,6,11,800,United States,US-NJ-035,New Jersey,Somerset,Negri-Nepote Grasslands,40.4708700,-74.5229955,"","Courtship, Display, or Copulation; Song",Unspecified,"","",,,,,,,S90003138,"",,,Grassland,,Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
346939921,Audio,Prairie Warbler,Setophaga discolor,,Brett Mitchell,2021-06-11,2021,6,11,821,United States,US-VA-003,Virginia,Albemarle,Chris Greene Lake,38.1642555,-78.4377480,"",,Unspecified,"","",,,,,,,S89998825,"",,,,Heard on the north side of the lake,Setophaga discolor,prawar,Species,33643,,2.00,2,,,
346919701,Audio,Prairie Warbler,Setophaga discolor,,Vikki Jones,2021-06-11,2021,6,11,937,United States,US-MI-089,Michigan,Leelanau,Sleeping Bears Dunes NL--D.H. Day CG,44.8993710,-86.0208678,"",,Unspecified,"","",,,,,,,S89991595,"",,,,,Setophaga discolor,prawar,Species,33643,,2.00,1,,,
346820891,Audio,Prairie Warbler,Setophaga discolor,,Colin Fisher,2021-04-18,2021,4,18,834,United States,US-KY-067,Kentucky,Fayette,Veterans Park (Fayette Co.),37.9526579,-84.5013428,"",,Unspecified,"","",,,,,,,S85823302,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
346755291,Audio,Prairie Warbler,Setophaga discolor,,Robert Bailey,2021-06-10,2021,6,10,933,United States,US-MO-183,Missouri,St. Charles,Weldon Spring CA--Lost Valley Trail,38.6610000,-90.7580000,"",,Unspecified,"","",,,,,,,S89945617,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,2,,,
346726361,Audio,Prairie Warbler,Setophaga discolor,,Nancy Clogston,2021-06-10,2021,6,10,1111,United States,US-MO-183,Missouri,St. Charles,"2360 SSR-D, O Fallon US-MO 38.70854, -90.75994",38.7085400,-90.7599400,"",,Unspecified,"","",,,,,,,S89945689,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
346677751,Audio,Prairie Warbler,Setophaga discolor,,Reade Everett,2021-06-10,2021,6,10,855,United States,US-MA-021,Massachusetts,Norfolk,Needham Town Forest,42.2708944,-71.2524748,"",,Unspecified,"","",,,,,,,S89936860,"",,,,Singing from above the power line cut,Setophaga discolor,prawar,Species,33643,,4.33,3,,,
346548581,Audio,Prairie Warbler,Setophaga discolor,,Eileen Rudden,2021-06-09,2021,6,9,1410,United States,US-MA-019,Massachusetts,Nantucket,"71–99 Almanack Pond Rd, Nantucket US-MA 41.28832, -70.00514",41.2883150,-70.0051370,"",,Unspecified,"","",,,,,,,S89905443,"",,,,"Separate birds;  song at  0, 14 and 26 sec",Setophaga discolor,prawar,Species,33643,,3.00,1,,,
346446391,Audio,Prairie Warbler,Setophaga discolor,"Dumetella carolinensis -- Gray Catbird; Setophaga pensylvanica -- Chestnut-sided Warbler; Melospiza melodia -- Song Sparrow; Setophaga petechia [aestiva Group] -- Yellow Warbler (Northern); Setophaga pinus -- Pine Warbler; Spinus tristis -- American Goldfinch",Christopher McPherson,2021-06-09,2021,6,9,615,United States,US-NH-011,New Hampshire,Hillsborough,"Lancy Brook Wetlands, Brookline",42.7466592,-71.7079653,Adult Male – 1,"Foraging or Eating; Song",Not Used,"","",,,Sound Devices Mixpre 3 II,Sennheiser MKH20,Telinga Univ. MK II,,S89885791,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
346440421,Audio,Prairie Warbler,Setophaga discolor,,Brian Allen,2021-06-08,2021,6,8,631,United States,US-MI-019,Michigan,Benzie,Sleeping Bear Dunes NL--Platte Plains Trail Lasso Loop,44.7258086,-86.1113240,"",,Unspecified,"","",,,,,,,S89831382,"",,,,"No playback, voice recorded",Setophaga discolor,prawar,Species,33643,,3.00,1,,,
346325651,Audio,Prairie Warbler,Setophaga discolor,,Elena Finizio,2021-06-08,2021,6,8,1315,United States,US-MA-023,Massachusetts,Plymouth,Burrage Pond WMA,42.0212167,-70.8722806,"",,Unspecified,"","",,,,,,,S89850467,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,2,,,
346322041,Audio,Prairie Warbler,Setophaga discolor,,Rob Bielawski,2021-05-22,2021,5,22,659,United States,US-VA-550,Virginia,Chesapeake,Cavalier WMA,36.6008086,-76.3267576,"",Song,Not Used,"","",,,Samsung A51,,,,S88735397,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
346293591,Audio,Prairie Warbler,Setophaga discolor,,Scott Godshall NFC Station,2021-05-12,2021,5,12,2104,United States,US-PA-091,Pennsylvania,Montgomery,Godshall Property,40.3233161,-75.3943145,"",Flight Call,Unspecified,"","",,,,,,,S89857747,"",,,,NFC 1,Setophaga discolor,prawar,Species,33643,,1.00,1,"",,
346158811,Audio,Prairie Warbler,Setophaga discolor,,Brandon Caswell,2021-04-30,2021,4,30,1107,United States,US-IA-111,Iowa,Lee,Shimek State Forest--Croton Unit (130th Ave. Access),40.5693630,-91.6582380,"",,Unspecified,"","",,,,,,,S86729427,"",,,,"ties record early; at least two singing birds on territory; same exact spot as last year; photos and audio; taping is not necessary",Setophaga discolor,prawar,Species,33643,,3.50,2,,,
346156381,Audio,Prairie Warbler,Setophaga discolor,,Brandon Caswell,2021-05-24,2021,5,24,525,United States,US-IA-111,Iowa,Lee,Shimek State Forest--Croton Unit,40.5456626,-91.6162164,"",,Unspecified,"","",,,,,,,S88893093,"",,,,"two, possibly three males singing; males were both countersinging FISP, which has been observed for 2-3 years now; I also observed one male in a territorial dispute with a probable male BWWA; audio of countersinging, regular song and territorial dispute will be uploaded in due time",Setophaga discolor,prawar,Species,33643,,3.00,1,,,
346156331,Audio,Prairie Warbler,Setophaga discolor,,Brandon Caswell,2021-05-24,2021,5,24,525,United States,US-IA-111,Iowa,Lee,Shimek State Forest--Croton Unit,40.5456626,-91.6162164,"",,Unspecified,"","",,,,,,,S88893093,"",,,,"two, possibly three males singing; males were both countersinging FISP, which has been observed for 2-3 years now; I also observed one male in a territorial dispute with a probable male BWWA; audio of countersinging, regular song and territorial dispute will be uploaded in due time",Setophaga discolor,prawar,Species,33643,,1.00,1,,,
346120321,Audio,Prairie Warbler,Setophaga discolor,,Dean Newhouse,2021-06-07,2021,6,7,825,United States,US-PA-133,Pennsylvania,York,Gifford Pinchot SP--Northeast,40.0916122,-76.8704581,"",Song,Unspecified,"","",,,Canon SX60HS Powershot Camera,,,,S89791050,"",,,,,Setophaga discolor,prawar,Species,33643,,2.00,1,"",,
345988191,Audio,Prairie Warbler,Setophaga discolor,,Patrick Dockens,2021-06-06,2021,6,6,800,United States,US-ME-027,Maine,Waldo,"120 Bowen Road, Searsport, Maine, US (44.498, -68.964)",44.4977733,-68.9639614,"",,Unspecified,"","",,,,,,,S89708324,"",,,,Sang several times from east edge of blueberry opening. Will post recording.,Setophaga discolor,prawar,Species,33643,,3.50,2,,,
345875671,Audio,Prairie Warbler,Setophaga discolor,,Fred Hall,2021-06-06,2021,6,6,904,United States,US-MI-089,Michigan,Leelanau,Sleeping Bear Dunes NL--Dune Crossing Trail,44.8920900,-86.0562086,"",,Unspecified,"","",,,,,,,S89744052,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
345809471,Audio,Prairie Warbler,Setophaga discolor,"Pipilo erythrophthalmus -- Eastern Towhee; Vireo griseus -- White-eyed Vireo; Passerina cyanea -- Indigo Bunting; Corvus brachyrhynchos -- American Crow; Zenaida macroura -- Mourning Dove",Carole Swann,2021-06-06,2021,6,6,1310,United States,US-TN-149,Tennessee,Rutherford,Welchance Road,35.7648102,-86.2915931,Adult Male – 1,Song,Not Used,"","",,,iPhone Xr,Built-in microphone,,,S89754430,"",,,"Other species are Eastern Towhee, WEVI, Indigo Bunting, American Crow, and Mourning Dove.  Male Prairie Warbler was in a small tree in a Cedar Glade area singing near the top of the tree.  This recording is of the bird in the photographs in this checklist. ",In a little glade area and all along the road.,Setophaga discolor,prawar,Species,33643,,2.00,1,"",,
345809461,Audio,Prairie Warbler,Setophaga discolor,"Thryothorus ludovicianus -- Carolina Wren; Cardinalis cardinalis -- Northern Cardinal",Carole Swann,2021-06-06,2021,6,6,1310,United States,US-TN-149,Tennessee,Rutherford,Welchance Road,35.7648102,-86.2915931,Unknown – 1,Song,Not Used,"","",,,iPhone Xr,Built-in microphone,,,S89754430,"",,,Other birds in this recording are Carolina Wren and Northern Cardinal.,In a little glade area and all along the road.,Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
345755321,Audio,Prairie Warbler,Setophaga discolor,,Cody Limber,2021-06-06,2021,6,6,817,United States,US-CT-011,Connecticut,New London,Hartman Park--Lyme Land Trust,41.4319095,-72.2873071,"",,Unspecified,"","",,,,,,,S89715591,"",,,ugggg auto levels were turned on...,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
345745761,Audio,Prairie Warbler,Setophaga discolor,,Travis Schnell,2021-06-06,2021,6,6,914,United States,US-NY-079,New York,Putnam,Clarence Fahnestock SP--Charcoal Burners Trail,41.4438793,-73.8607155,"",,Unspecified,"","",,,,,,,S89738469,"",,,,"at least 1 male, 1 female/immature",Setophaga discolor,prawar,Species,33643,,3.50,2,,,
345745741,Audio,Prairie Warbler,Setophaga discolor,,Travis Schnell,2021-06-06,2021,6,6,914,United States,US-NY-079,New York,Putnam,Clarence Fahnestock SP--Charcoal Burners Trail,41.4438793,-73.8607155,"",,Unspecified,"","",,,,,,,S89738469,"",,,,"at least 1 male, 1 female/immature",Setophaga discolor,prawar,Species,33643,,3.00,2,,,
345730991,Audio,Prairie Warbler,Setophaga discolor,,sarah kulis,2021-06-05,2021,6,5,543,United States,US-MS-017,Mississippi,Chickasaw,Tombigbee National Forest,33.9183983,-88.9038724,"",,Unspecified,"","",,,,,,,S89698869,"",,,,,Setophaga discolor,prawar,Species,33643,,4.50,2,,,
345683481,Audio,Prairie Warbler,Setophaga discolor,,Jacco Gelderloos,2021-05-11,2021,5,11,711,United States,US-FL-086,Florida,Miami-Dade,Black Point Park and Marina,25.5400214,-80.3274608,"",,Unspecified,"","",,,,,,,S87809875,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
345673011,Audio,Prairie Warbler,Setophaga discolor,,Hannah  Mirando,2021-06-05,2021,6,5,859,United States,US-NY-103,New York,Suffolk,"Sammy's Beach",41.0290844,-72.1875189,Adult – 1,Song,Not Used,"","",,,Marantz PMD661 MKII,Sennheiser ME67,wind screen,,S89726677,"",,,"Bird sitting on the top of  cedar tree. Preened and then sang in between. At the end of the recording, flew down into a low bush and continued to sing.",,Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
345660701,Audio,Prairie Warbler,Setophaga discolor,,Alex Lin-Moore,2021-06-06,2021,6,6,817,United States,US-CT-011,Connecticut,New London,Hartman Park--Lyme Land Trust,41.4319095,-72.2873071,Adult Male – 1,Song,Not Used,"","",,,,,,,S89715590,"",,,,,Setophaga discolor,prawar,Species,33643,,4.50,2,"",,
345659521,Audio,Prairie Warbler,Setophaga discolor,"Turdus migratorius -- American Robin; Melanerpes carolinus -- Red-bellied Woodpecker; Spizella pusilla -- Field Sparrow; Colaptes auratus -- Northern Flicker; Setophaga americana -- Northern Parula",Brian Henderson,2021-05-03,2021,5,3,831,United States,US-PA-091,Pennsylvania,Montgomery,Hill Rd. at Powerline Cut,40.3405630,-75.4287922,"",Song,Not Used,"","",,,Nikon D500,,,,S87010320,"",,,,heard,Setophaga discolor,prawar,Species,33643,,2.00,1,"",,
345470201,Audio,Prairie Warbler,Setophaga discolor,,Thomas Wood,2021-06-05,2021,6,5,1000,United States,US-WI-029,Wisconsin,Door,"stakeout Prairie Warbler, Mathey Rd., Sturgeon Bay (2021)",44.8230000,-87.3155060,"",,Unspecified,"","",,,,,,,S89680971,"",,,,"I wouldn't have had this sighting without the help of two ladies from Green Bay. I wasn't having much luck, but as soon as they arrived, they heard the Prairie Warbler singing in the stand of trees directly west of the intersection of Mathey Road and Smejkal Road (perhaps 150 yards west of the intersection?). They eventually pinpointed it in a tree and we all had reasonably good looks. I will submit a poor quality, cropped distant photo for identification and a couple of audio recordings of its song.",Setophaga discolor,prawar,Species,33643,,3.50,2,,,
345470191,Audio,Prairie Warbler,Setophaga discolor,,Thomas Wood,2021-06-05,2021,6,5,1000,United States,US-WI-029,Wisconsin,Door,"stakeout Prairie Warbler, Mathey Rd., Sturgeon Bay (2021)",44.8230000,-87.3155060,"",,Unspecified,"","",,,,,,,S89680971,"",,,,"I wouldn't have had this sighting without the help of two ladies from Green Bay. I wasn't having much luck, but as soon as they arrived, they heard the Prairie Warbler singing in the stand of trees directly west of the intersection of Mathey Road and Smejkal Road (perhaps 150 yards west of the intersection?). They eventually pinpointed it in a tree and we all had reasonably good looks. I will submit a poor quality, cropped distant photo for identification and a couple of audio recordings of its song.",Setophaga discolor,prawar,Species,33643,,3.00,1,,,
345437001,Audio,Prairie Warbler,Setophaga discolor,,Jerry Warner,2021-06-05,2021,6,5,1259,United States,US-MD-021,Maryland,Frederick,Audrey Carroll Audubon Sanctuary,39.4178615,-77.2069788,"",,Unspecified,"","",,,,,,,S89664272,"",,,,,Setophaga discolor,prawar,Species,33643,,4.50,2,,,
345429151,Audio,Prairie Warbler,Setophaga discolor,"Troglodytes aedon -- House Wren; Turdus migratorius -- American Robin; Myiarchus crinitus -- Great Crested Flycatcher",Kriss Replogle,2021-06-05,2021,6,5,821,United States,US-NJ-019,New Jersey,Hunterdon,Frenchtown Preserve,40.5215730,-75.0475290,Adult – 1,Song,Not Used,"","",,,IPhone6s with RØDE Rec 2.9.46 & Audacity 2.3.2,,,,S89643364,"",,,,,Setophaga discolor,prawar,Species,33643,,2.00,1,"",,
345428221,Audio,Prairie Warbler,Setophaga discolor,,Lucas Schrader,2021-06-04,2021,6,4,844,United States,US-OH-031,Ohio,Coshocton,"Township Road 403, Coshocton US-OH 40.23914, -81.97812",40.2391400,-81.9781250,Adult Male – 1,Song,Used,"","",,,Zoom H5,Wildtronics Pro M/S,"22"" dish",,S89617927,"",,,"Individual singing from treetop perch, humans observing and chatting. The guide had used playback several minutes prior.",,Setophaga discolor,prawar,Species,33643,,2.00,1,"",,
345424651,Audio,Prairie Warbler,Setophaga discolor,"Pipilo erythrophthalmus -- Eastern Towhee; Baeolophus bicolor -- Tufted Titmouse",Kriss Replogle,2021-06-05,2021,6,5,751,United States,US-NJ-019,New Jersey,Hunterdon,Frenchtown Preserve,40.5215730,-75.0475290,Adult – 1,Song,Not Used,"","",,,IPhone6s with RØDE Rec 2.9.46 & Audacity 2.3.2,,,,S89642009,"",,,,,Setophaga discolor,prawar,Species,33643,,1.00,1,"",,
345408861,Audio,Prairie Warbler,Setophaga discolor,,Karen Kolbasa,2021-06-05,2021,6,5,959,United States,US-MI-077,Michigan,Kalamazoo,Fort Custer SRA,42.3266970,-85.3473759,"",,Unspecified,"","",,,,,,,S89667720,"",,,,Continuing.  Audio,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
345167731,Audio,Prairie Warbler,Setophaga discolor,,David Bree,2021-06-04,2021,6,4,728,Canada,CA-ON-LA,Ontario,Lennox and Addington,Sheffield CA,44.5590717,-77.1170926,Adult Male – 1,Song,Not Used,"","",,,Nikon P900,,,,S89586460,"",,,,"Known location. Male singing on territory.  In rock barrens at top of hill on right fork.  Sang for awhile then stopped, then again and then third time.at different location right over trail.  Finally saw it at this location.  Into sun unfortunately but reasonable view.",Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
345096511,Audio,Prairie Warbler,Setophaga discolor,"Turdus migratorius -- American Robin; Dumetella carolinensis -- Gray Catbird; Hylocichla mustelina -- Wood Thrush; Zenaida macroura -- Mourning Dove",James Saracco,2021-06-04,2021,6,4,757,United States,US-PA-003,Pennsylvania,Allegheny,"Boys Home Park, Oakdale US-PA 40.39562, -80.18018",40.3956170,-80.1801840,Adult Male – 1,Song,Not Used,"","",,,iphone,built-in phone mic,,,S89584714,"",,,,Singing along powerline,Setophaga discolor,prawar,Species,33643,,2.00,1,"",,
344869571,Audio,Prairie Warbler,Setophaga discolor,,Eileen Rudden,2021-06-02,2021,6,2,1620,United States,US-MA-019,Massachusetts,Nantucket,Serengeti Nantucket,41.2649117,-70.0202758,"",,Unspecified,"","",,,,,,,S89506694,"",,,,Audio file. TseTseTse- ing at  14 and 28 Sec ( behind the towhees),Setophaga discolor,prawar,Species,33643,,1.00,1,,,
344868191,Audio,Prairie Warbler,Setophaga discolor,,David McCartt,2021-06-03,2021,6,3,640,United States,US-NY-107,New York,Tioga,"Tubbs Hill Rd, Richford",42.3483635,-76.1646831,Adult – 1,Song,Not Used,"","",,,iPhone XS,iPhone XS,,,S89535474,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
